name,price,composition,gender,age,category,subcategory,description,img_url,url,scrapped-at
Camiseta manga longa masculina ultra skin 3a mormaii,"R$ 149,92",16% elastano 84% poliester,Masculino,Adulto,Camiseta,Camiseta-manga-longa,"Camiseta ultraskin mormaii. desenvolvida com material de alta tecnologia em absorção de raios ultravioleta e fator de proteção 50+, com capacidade para bloquear 98% dos raios uv, permitindo a exposição ao sol por muito mais tempo. estampas exclusivas mormaii.",https://mormaiishop.vteximg.com.br/arquivos/ids/2487305-450-450/SU037M00USK3A_ESTAMPA--AZUL-MARINHO_1.jpg?v=637581099612300000,https://www.mormaiishop.com.br/camiseta-manga-longa-masculina-ultra-skin-3a-surf-mormaii-su037m00usk3a/p,12-04-2022
Óculos de natação ventus mormaii,"R$ 74,90",,Unissex,Adulto,,Oculos,"O óculos ventus é ideal para treinamento e lazer. feito em silicone, tiras com ajustes laterais com travas no sistema quick release, lentes com proteção uv,",https://mormaiishop.vteximg.com.br/arquivos/ids/2401492-450-450/31312214_AZUL_1.jpg?v=637425939382600000,https://www.mormaiishop.com.br/oculos-de-natacao-ventus-31312214/p,12-04-2022
Bicicleta mormaii safira aro 26 violeta,"R$ 999,00","Quadro: 19,5""""Cor: VioletaIdade Recomendada: A partir de 14 anosConteudo da Embalagem: 1 Bicicleta / 1 Manual de InstruçõesGarantia Produto: 12 meses quadro / 3 meses peçasMONTAGEM: Todas as Bicicletas saem de fábrica montadas e revisadas. Más por questões de logística e embalagem, alguma peças como: Pedais, selim e Roda dianteira vão separados.Todos os produtos acompanham manual de instrução.Caso você precise de um especialista para efetuar a montagem, indicaremos a você a Oficina Credenciada mais próxima a sua residência, e a montagem é por nossa conta.Marchas: 18Aro: 26 em Alumínio 36 Furos Quadro: MTB em Aço carbonoGarfo: Aro 26 em Aço carbono Guidão: Downhill 540 mm em Aço carbono pretoFreio: V-Brake em nylonCambio Dianteiro: Down Pull 28.6 mmCambio Traseiro: 6 Vel. c/ gancheiraAlavanca de Cambio: 18 Vel. em nylonManopla: Diplomata em borrachaCorrente: Fina 1/2 x 3/32Selim: New Mount  em PVCRoda Livre: 6 VelocidadePedivela: 140 mm MonoblocoEngrenagem: Tripla 28/38/48 PretaPneu: 20 x 1.75Movimento Central: 45.0 mm c/ colar Neco",Unissex,Adulto,Bicicleta-aro-26,,"A bicicleta mormaii aro 26 safira coleção 2019 foi exclusivamente desenvolvida para mulheres que buscam realizar os mais belos passeios. nada melhor do que curtir uma pedalada com os amigos. por este motivo a bike foi projetada com componentes de excelente qualidade como seu quadro em aço carbono rebaixado, que contem uma estrutura extremamente leve e foi construído com materiais que evitam a corrosão. seu sistema de freio v-brake junto com o conjunto de relação 18 vel. agregam toda a qualidade que você precisa para pedalar com segurança e conforto. possui rodas que aderem com facilidade em todos os tipos de terreno, além de manoplas que se moldam ao formato das mãos.",https://mormaiishop.vteximg.com.br/arquivos/ids/2485825-450-450/39-044_VIOLETA_1.jpg?v=637575920815830000,https://www.mormaiishop.com.br/bicicleta-mormaii-aro-26--39-044/p,12-04-2022
Óculos de sol mormaii deli roxo fosco,"R$ 349,00",Medidas:Haste a Haste: 135mmPonte: 18mmLente Horizontal: 53mmLente Vertical: 46mmComprimento Haste: 140mm,Feminino,Adulto,Oculos-de-sol,,O modelo deli é um solar com frente redonda em poliamida e hastes em alumínio. uma peça leve com design moderno e versátil.,https://mormaiishop.vteximg.com.br/arquivos/ids/2496768-450-450/M0080C3809_ROXO_1.jpg?v=637602728576630000,https://www.mormaiishop.com.br/oculos-de-sol-mormaii-deli-m0080c3809/p,12-04-2022
Óculos de sol mormaii deli nude fechado fosco lente marrom,"R$ 399,00",Medidas:Frontal: 142 mmPonte: 21 mmHorizontal: 51 mmVertical: 47 mmHaste: 135 mmPeso: 20 g,Feminino,Adulto,Oculos-de-sol,,O modelo deli é um solar com frente redonda em poliamida e hastes em alumínio. uma peça leve com design moderno e versátil.,https://mormaiishop.vteximg.com.br/arquivos/ids/2496771-450-450/M0080B7534_BEGE-ROSA_1.jpg?v=637602728632730000,https://www.mormaiishop.com.br/oculos-de-sol-mormaii-deli-nude-fechado-fosco-lente-marrom-m0080b7534/p,12-04-2022
Óculos de sol mormaii deli preto,"R$ 399,00",Medidas:Haste a Haste: 135mmPonte: 18mmLente Horizontal: 53mmLente Vertical: 46mmComprimento Haste: 140mm,Feminino,Adulto,Oculos-de-sol,,O modelo deli é um solar com frente redonda em poliamida e hastes em alumínio. uma peça leve com design moderno e versátil.,https://mormaiishop.vteximg.com.br/arquivos/ids/2496774-450-450/M0080ACR33_PRETO_1.jpg?v=637602728679870000,https://www.mormaiishop.com.br/oculos-de-sol-mormaii-deli-preto-com-demi-inferior-gun-fosco-m0080acr33/p,12-04-2022
Óculos de sol mormaii deli preto fosco lente marrom degradê,"R$ 399,00",Medidas:Haste a Haste: 135mmPonte: 18mmLente Horizontal: 53mmLente Vertical: 46mmComprimento Haste: 140mm,Feminino,Adulto,Oculos-de-sol,,O modelo deli é um solar com frente redonda em poliamida e hastes em alumínio. uma peça leve com design moderno e versátil.,https://mormaiishop.vteximg.com.br/arquivos/ids/2496777-450-450/M0080ABU34_PRETO_1.jpg?v=637602728730930000,https://www.mormaiishop.com.br/oculos-de-sol-mormaii-deli-preto-fosco-m0080abu34/p,12-04-2022
Óculos de sol mormaii deli preto com grafite fosco,"R$ 399,00",Medidas:Haste a Haste: 135mmPonte: 18mmLente Horizontal: 53mmLente Vertical: 46mmComprimento Haste: 140mm,Feminino,Adulto,Oculos-de-sol,,O modelo deli é um solar com frente redonda em poliamida e hastes em alumínio. uma peça leve com design moderno e versátil.,https://mormaiishop.vteximg.com.br/arquivos/ids/2496789-450-450/M0080A2001_PRETO_1.jpg?v=637602729238800000,https://www.mormaiishop.com.br/oculos-de-sol-mormaii-deli-preto-com-grafite-fosco-m0080a2001/p,12-04-2022
Óculos de sol mormaii deli preto fosco e chumbo fosco,"R$ 349,00",Medidas:Frontal: 142 mmPonte: 21 mmHorizontal: 51 mmVertical: 47 mmHaste: 135 mmPeso: 20 g,Feminino,Adulto,Oculos-de-sol,,"O modelo deli é um solar com frente redonda em poliamida e hastes em alumínio, uma peça leve com design moderno e versátil.",https://mormaiishop.vteximg.com.br/arquivos/ids/2496870-450-450/M0080A1646_PRETO_1.jpg?v=637602731759600000,https://www.mormaiishop.com.br/oculos-de-sol-mormaii-deli-preto-fosco-e-chumbo-fosco-m0080a1646/p,12-04-2022
Relógio analógico mormaii luau rose mo6p29aj/8c,"R$ 298,50",Resistência à água: 5 ATM Pulseira de silicone,Feminino,Adulto,,Relogio-silicone,"Relógio mormaii da linha maui lual, ideal para dar uma pitada esportiva no look! modelo analógio cinza com pulseira de silicone com toque confortável e caixa rosé 40mm em polímero, produto a prova dágua 50m.",https://mormaiishop.vteximg.com.br/arquivos/ids/2395883-450-450/MO6P29AJ8C_CINZA_1.jpg?v=637425858144600000,https://www.mormaiishop.com.br/relogio-analogico-mormaii-luau-rose-mo6p29aj8c-mo6p29aj8c/p,12-04-2022
Relógio digital mormaii action mo1132ah/8m,"R$ 346,50",Diâmetro da caixa: 54mmMaterial da Caixa: PolímeroCor da Caixa: PretoMaterial da Pulseira: PolímeroCor da Pulseira: MarromMaterial do vidro: Acrílico,Masculino,Adulto,,Relogio-polimero,"Relógio mormaii da linha acqua a prova dágua 100m, modelo digital com pulseira e caixa robusta 54mm em polímero, esse item faz parte da nossa coleção wood e tem aplicação de textura de madeira na pulseira e display.",https://mormaiishop.vteximg.com.br/arquivos/ids/2417462-450-450/MO1132AH8M_PRETO_1.jpg?v=637426650470230000,https://www.mormaiishop.com.br/relogio-digital-mormaii-action-mo1132ah8m-mo1132ah8m/p,12-04-2022
Relógio digital mormaii wave mo2908aa/8v,"R$ 252,00","Modelo digitalCaixa e pulseira em polímeroPossui: alarme, crono, data e horaResistência à água: 10atm",Masculino,Adulto,,Relogio-polimero,"Relógio da linha wave, ideal pra quem curte um estilo mais esportivo. modelo digital a prova d’água 100m com display negativo.",https://mormaiishop.vteximg.com.br/arquivos/ids/2381895-450-450/MO2908AA8V_PRETO_1.jpg?v=637425480548570000,https://www.mormaiishop.com.br/relogio-digital-mormaii-wave-mo2908aa8v-mo2908aa8v/p,12-04-2022
Relógio digital mormaii masculino wave mo9670ab/8c,"R$ 241,50",Diâmetro da caixa: 48mmMaterial da Caixa: PolímeroCor da Caixa: PretoMaterial da Pulseira: SiliconeCor da Pulseira: PretoFunções: Hora; Calendário; Alarme; Cronometro,Masculino,Adulto,,Relogio-silicone,"Relógio mormaii da linha acqua a prova dágua 100m, modelo digital na cor preta com pulseira e caixa em polímero 48mm, com detalhes em branco no aro externo e display positivo.",https://mormaiishop.vteximg.com.br/arquivos/ids/2417957-450-450/MO9670AB8C_PRETO_1.jpg?v=637426658978500000,https://www.mormaiishop.com.br/relogio-digital-mormaii-masculino-wave-mo9670ab8c-mo9670ab8c/p,12-04-2022
Relógio digital mormaii action mo3610aa/8l,"R$ 260,00","Modelo digitalCaixa e pulseira em polímeroPossui: alarme, crono, data e horaResistência à água: 10atm",Masculino,Adulto,,Relogio-polimero,"Relógio mormaii da linha acqua a prova dágua 100m. modelo digital na cor preta com pulseira em polímero e caixa também em polímero super robusta 53mm. item com detalhes em laranja no aro interno e botão, com display positivo.",https://mormaiishop.vteximg.com.br/arquivos/ids/2410311-450-450/MO3610AA8L_PRETO_1.jpg?v=637426542510970000,https://www.mormaiishop.com.br/relogio-digital-mormaii-action-mo3610aa8l-mo3610aa8l/p,12-04-2022
Relógio mormaii masculino wave - mo3480ab/8y,"R$ 190,00","Diâmetro da caixa: 51mmMaterial da Caixa: PolimeroMaterial da Pulseira: SiliconeCor de fundo do display: PretoFormato: RedondoFunções: Hora, Calendário, Cronógrafo, Iluminação, Alarme, Timer, Dual Time",Masculino,Adulto,,Relogio-silicone,"Relógio mormaii da linha acqua a prova dágua 100m. modelo digital na cor preta com pulseira e caixa em polímero cinza robusta 52mm, com detalhes em amarelo no aro interno e display positivo.",https://mormaiishop.vteximg.com.br/arquivos/ids/2378898-450-450/MO3480AB8Y_CINZA_1.jpg?v=637425437734330000,https://www.mormaiishop.com.br/relogio-mormaii-masculino-wave---mo3480ab8y-mo3480ab8y/p,12-04-2022
Relógio digital mormaii action preto mo1192ab/8a,"R$ 252,00",Diâmetro da caixa: 50mmMaterial da Caixa: PolímeroCor da Caixa: AzulMaterial da Pulseira: SiliconeCor da Pulseira: PretoMaterial do vidro: AcrílicoCor de fundo do display: PositivoFunções: Hora; Calendário; Alarme; Cronometro,Masculino,Adulto,,Relogio-polimero,"Relógio mormaii da linha acqua a prova dágua 100m, modelo digital com pulseira em polímero na cor preta e caixa também em polímero transparente azul robusta 50mm, item com aro externo preto e display positivo.",https://mormaiishop.vteximg.com.br/arquivos/ids/2385952-450-450/MO1192AB8A_AZUL_1.jpg?v=637425552010670000,https://www.mormaiishop.com.br/relogio-digital-mormaii-action-preto-mo1192ab8a-mo1192ab8a/p,12-04-2022
Relógio digital mormaii wave mo8590ab/8v,"R$ 252,00","Relógio digitalCaixa e pulseira de polímero Possui: alarme, crono, data e horaResistência à água: 10atm",Masculino,Adulto,,Relogio-polimero,"Relógio mormaii da linha acqua a prova dágua 100m, modelo digital com pulseira preta em polímero e caixa também em polímero cáqui 48mm, item com detalhes em verde no aro interno, aro externo na cor cinza e display positivo.",https://mormaiishop.vteximg.com.br/arquivos/ids/2386280-450-450/MO8590AB8V_PRETO_1.jpg?v=637425558858100000,https://www.mormaiishop.com.br/relogio-digital-mormaii-wave-mo8590ab8v-mo8590ab8v/p,12-04-2022
Relógio digital mormaii masculino wave mo9670aa/8r,"R$ 252,00","Modelo digitalCaixa e pulseira em polímeroPossui: alarme, crono, data e hora Resistência à água: 10atm",Masculino,Adulto,,Relogio-polimero,"Relógio mormaii da linha acqua a prova dágua 100m, modelo digital na cor preta com pulseira e caixa em polímero 48mm, com detalhes em branco e vermelho nos aros interno e externo, com display positivo.",https://mormaiishop.vteximg.com.br/arquivos/ids/2417647-450-450/MO9670AA8R_PRETO_1.jpg?v=637426653482600000,https://www.mormaiishop.com.br/relogio-digital-mormaii-masculino-wave-mo9670aa8r-mo9670aa8r/p,12-04-2022
Cueca boxer mormaii beach - tamanho p,"R$ 42,00",1% polipropileno 4% elastano 95% poliamida,Masculino,Adulto,Cueca-boxer,,"A cueca mormaii feita em microfibra possui a modelagem anatômica, um toque macio, secagem rápida e muita elasticidade, perfeita para o seu dia a dia!",https://mormaiishop.vteximg.com.br/arquivos/ids/2532247-450-450/CE0979PEQ0008_PRETO_1.jpg?v=637668368067000000,https://www.mormaiishop.com.br/cueca-boxer-mormaii-beach---tamanho-p-ce0979peq0008/p,12-04-2022
Cueca boxer mormaii beach - tamanho p,"R$ 42,00",1% polipropileno 4% elastano 95% poliamida,Masculino,Adulto,Cueca-boxer,,"A cueca mormaii feita em microfibra possui a modelagem anatômica, um toque macio, secagem rápida e muita elasticidade, perfeita para o seu dia a dia!",https://mormaiishop.vteximg.com.br/arquivos/ids/2532248-450-450/CE0979PEQ0X54_AZUL-AZUL-MARINHO_1.jpg?v=637668368106600000,https://www.mormaiishop.com.br/cueca-boxer-mormaii-beach-ce0979peq0x54/p,12-04-2022
Bolsa utilitária média de neoprene mormaii,"R$ 222,12",100% policloropreno 100% poliéstergarantia,Feminino,Adulto,,,Bolsa utilitária de neoprene acessórios mormaii,https://mormaiishop.vteximg.com.br/arquivos/ids/2453553-450-450/AC0113_SORTIDO_1.jpg?v=637511137827200000,https://www.mormaiishop.com.br/bolsa-utilitaria-media-de-neoprene-mormaii-ac0113/p,12-04-2022
Bicicleta mormaii jaws aro 29,"R$ 1.299,00","Quadro: 19’’ | Cor: Grafite/Verde | Idade Recomendada: A partir de 14 anos | Conteudo da Embalagem: 1 Bicicleta / 1 Manual de Instruções | Garantia Produto: 12 meses quadro / 3 meses peçasMarchas: 21 | Aro: 29 Aero em Alumínio preto 36 Furos  | Quadro: MTB em Aço carbono | Garfo: Aro 29 em Aço carbono  | Guidão: Downhill 580 mm em Aço carbono preto | Freio: V-Brake em nylon | Cambio Dianteiro: Down Pull 28.6 mm | Cambio Traseiro: 7 Velocidades com ponteira | Alavanca de Cambio: 21 Vel em nylon | Manopla: Diplomata em borracha | Corrente: Fina 1/2 x 3/32 x 112 L Semi Index | Selim: Selim Premium | Roda Livre: 7 velocidades Index. | Pedivela: Triplo 28/38/48 Aço Revestido | Pneu: 29 x 2.0 | Movimento Central: 34,7 mm / 123.0 mm Semi Selado | MONTAGEM: Todas as Bicicletas saem de fábrica montadas e revisadas. Más por questões de logística e embalagem, alguma peças como: Pedais, selim e Roda dianteira vão separados.Todos os produtos acompanham manual de instrução.Caso você precise de um especialista para efetuar a montagem, indicaremos a você a Oficina Credenciada mais próxima a sua residência, e a montagem é por nossa conta.",Unissex,Adulto,,Bicicleta-aro-29,"A bicicleta aro 29 mormaii é a opção ideal para quem quer sair por ai sem preocupação e de forma saudável. extremamente resistente e segura, a bike possui quadro em aço carbono 19 pol. para você pedalar com a postura correta sem prejudicar a saúde. seu sistema de aros aero parede dupla garantem total segurança, junto com seus pneus tamanho 29 que permite a você percorrer uma distancia ainda maior em menos tempo. você ainda pode utilizar tanto no asfalto quanto na terra que essa bike vai te proporcionar a mesma desenvoltura. para subidas íngremes e descidas rápidas seu kit relação com vinte e uma marchas fazem toda a diferença, ajustando o nível necessário de esforço para que os passeios sejam ainda mais confortáveis.",https://mormaiishop.vteximg.com.br/arquivos/ids/2492090-450-450/2012079_CINZA-VERDE_1.jpg?v=637588904500370000,https://www.mormaiishop.com.br/bicicleta-mormaii-aro-29-2012079/p,12-04-2022
Óculos de sol mormaii overlap cinza escuro fechado fosco,"R$ 299,00",MedidasHaste a Haste: 140mmPonte: 16mmHaste Comprimento: 135mmLente Horizontal: 60mmLente Vertical: 46mm,Masculino,Adulto,Oculos-de-sol,,"Uma solução em óculos, este é o overlap! diferente dos clip-ons, este solar permite a cobertura de diversas armações receituário, graças ao seu design e tamanho que pode ser facilmente adaptado em frentes quadradas, redondas e retangulares de óculos de qualquer marca, todo o conforto visual do seu grau com a proteção das lentes solares.",https://mormaiishop.vteximg.com.br/arquivos/ids/2496890-450-450/M0083D8289_CINZA_1.jpg?v=637602732551100000,https://www.mormaiishop.com.br/oculos-mormaii-solar-overlap-m0083d8289/p,12-04-2022
Óculos de sol mormaii overlap preto fosco,"R$ 299,00",MedidasHaste a Haste: 140mmPonte: 16mmHaste Comprimento: 135mmLente Horizontal: 60mmLente Vertical: 46mm,Masculino,Adulto,Oculos-de-sol,,"Uma solução em óculos solar o overlap permite que sua armação receituário se transforme em óculos de solar, possuem lentes polarizadas, encaixe funcional e, além disso, é super leve.",https://mormaiishop.vteximg.com.br/arquivos/ids/2496891-450-450/M0083AEZ89_PRETO_1.jpg?v=637602732602130000,https://www.mormaiishop.com.br/oculos-de-sol-mormaii-overlap-preto-fosco-verde-g15-polarizado-m0083aez89/p,12-04-2022
Óculos de sol mormaii overlap preto fosco cinza polarizado,"R$ 299,00",ArmaçãoFrente: GrilamidHaste: GrilamidNose: AnatômicoDobradiça: IntegradaPonteira: GrilamidCor Armação: PretoMedidashaste a haste: 140mmponte: 16mmhaste comprimento: 135mmlente horizontal: 60mmlente vertical: 46mm,Masculino,Adulto,Oculos-de-sol,,Uma solução em óculos solar o overlap permite a cobertura de armações receituário.,https://mormaiishop.vteximg.com.br/arquivos/ids/2496893-450-450/M0083A1403_PRETO_1.jpg?v=637602732743930000,https://www.mormaiishop.com.br/oculos-de-sol-mormaii-overlap-preto-fosco-cinza-polarizado-m0083a1403/p,12-04-2022
Óculos de sol mormaii overlap preto fosco polarizado,"R$ 299,00",Medidas Haste a Haste: 140mm Ponte: 16mm Haste Comprimento: 135mm Lente Horizontal: 60mm Lente Vertical: 46mm - Não possui lente espelhada;,Masculino,Adulto,Oculos-de-sol,,"Uma solução em óculos solar o overlap permite que sua armação receituário se transforme em óculos de solar, possuem lentes polarizadas, encaixe funcional, e além disso, é super leve.",https://mormaiishop.vteximg.com.br/arquivos/ids/2496892-450-450/M0083A1476_PRETO_1.jpg?v=637602732682030000,https://www.mormaiishop.com.br/oculos-de-sol-mormaii-overlap-preto-fosco-amarelo-polarizado-m0083a1476/p,12-04-2022
Bicicleta mormaii new wave aro 24,"R$ 1.199,00","""Quadro: 14""""Cor: Grafite Idade Recomendada: A partir de 12 anosConteudo da Embalagem: 1 Bicicleta / 1 Manual de InstruçõesGarantia Produto: 12 meses quadro / 3 meses peçasMONTAGEM: Todas as Bicicletas saem de fábrica montadas e revisadas. Más por questões de logística e embalagem, alguma peças como: Pedais, selim e Roda dianteira vão separados.Todos os produtos acompanham manual de instrução.Caso você precise de um especialista para efetuar a montagem, indicaremos a você a Oficina Credenciada mais próxima a sua residência, e a montagem é por nossa conta.Marchas: 21Aro: 24 em Alumínio Preto 36 Furos Quadro: MTB em Aço carbonoGarfo: Aro 24 em Aço carbono Guidão: Downhill 560 mm em Aço carbono pretoFreio: V-Brake em nylonRoda Lateral: -Paralamas: -Cambio Dianteiro: Down Pull 28.6 mmCambio Traseiro: 7 Vel. c/ gancheiraAlavanca de Cambio: 21 Vel em nylonManopla: Diplomata em borrachaCorrente: Fina 1/2 x 3/32Selim: New Mount  em PVCCobre Corrente: -Roda Livre: 7 Vel. Index.Pedivela: Triplo 28/38/48 Aço RevestidoEngrenagem: -Pneu: 26 x 1.95Movimento Central: 34,7 mm / 123.0 mm Semi Selado""",,Infantil,Bicicleta-aro-24,,"A bicicleta aro 24 mountain bike new wave mormaii 2019, tem estilo ideal para todos os jovens. produzido em aço carbono rebaixado, o quadro dessa bike possui resistência e durabilidade para pedalar em todas as horas do dia. seu sistema de freio v-brake, junto com aros em alumínio 36 furos garantem máxima qualidade e segurança. para os jovens que encaram qualquer parada, seu kit relação de 21 velocidades permite a eles percorrer pelos mais variados caminhos sem fazer esforço.",https://mormaiishop.vteximg.com.br/arquivos/ids/2386939-450-450/2012046_CINZA_1.jpg?v=637425569345970000,https://www.mormaiishop.com.br/bicicleta-mormaii-aro-24-2012046/p,12-04-2022
Bicicleta mormaii fantasy aro 24,"R$ 1.199,00","""Quadro: 14""""Cor: RosaIdade Recomendada: A partir de 12 anosConteudo da Embalagem: 1 Bicicleta / 1 Manual de InstruçõesGarantia Produto: 12 meses quadro / 3 meses peçasMONTAGEM: Todas as Bicicletas saem de fábrica montadas e revisadas. Más por questões de logística e embalagem, alguma peças como: Pedais, selim e Roda dianteira vão separados.Todos os produtos acompanham manual de instrução.Caso você precise de um especialista para efetuar a montagem, indicaremos a você a Oficina Credenciada mais próxima a sua residência, e a montagem é por nossa conta.Marchas: 21Aro: 24 em Alumínio 36 FurosQuadro: MTB em Aço carbonoGarfo: Aro 24 em Aço carbono Guidão: Downhill 560 mm em Aço carbono pretoFreio: V-Brake em nylonRoda Lateral: -Paralamas: -Cambio Dianteiro: Down Pull 28.6 mmCambio Traseiro: 7 Vel. c/ gancheiraAlavanca de Cambio: 21 Vel em nylonManopla: Diplomata em borrachaCorrente: Fina 1/2 x 3/32Selim: New Mount  em PVCCobre Corrente: -Roda Livre: 7 Vel. Index.Pedivela: Triplo 28/38/48 Aço RevestidoEngrenagem: -Pneu: 26 x 1.95Movimento Central: 34,7 mm / 123.0 mm Semi Selado""",Feminino,Infantil,Bicicleta-aro-24,,"A bicicleta aro 24 mountain bike fantasy mormaii 2019 feminina com cesta, é perfeita para as moças que procuram extremo prazer, conforto e segurança em seus passeios. fabricada com o mais alto padrão de qualidade, a bike tem quadro rebaixado em aço carbono que garante maior resistência e durabilidade. conta com peças de ótima qualidade, como seu sistema de freios v-brake e aros alumínio 36 furos, que proporcionam muito mais segurança na pedalada. apresenta um conjunto de relação de 21 velocidades que levam as garotas para todos os ambientes sem fazer esforço. sua cesta em aço além de dar mais charme a bike, é o componente ideal para carregar todos os objetos.""",https://mormaiishop.vteximg.com.br/arquivos/ids/2387438-450-450/2012043_ROSA_1.jpg?v=637425577001470000,https://www.mormaiishop.com.br/bicicleta-mormaii-aro-24-2012043/p,12-04-2022
Bicicleta mormaii fantasy aro 24,"R$ 1.199,00","""Quadro: 14""""Cor: BrancaIdade Recomendada: A partir de 12 anosConteudo da Embalagem: 1 Bicicleta / 1 Manual de InstruçõesGarantia Produto: 12 meses quadro / 3 meses peçasMONTAGEM: Todas as Bicicletas saem de fábrica montadas e revisadas. Más por questões de logística e embalagem, alguma peças como: Pedais, selim e Roda dianteira vão separados.Todos os produtos acompanham manual de instrução.Caso você precise de um especialista para efetuar a montagem, indicaremos a você a Oficina Credenciada mais próxima a sua residência, e a montagem é por nossa conta.Marchas: 21Aro: 24 em Alumínio 36 FurosQuadro: MTB em Aço carbonoGarfo: Aro 24 em Aço carbono Guidão: Downhill 560 mm em Aço carbono pretoFreio: V-Brake em nylonRoda Lateral: -Paralamas: -Cambio Dianteiro: Down Pull 28.6 mmCambio Traseiro: 7 Vel. c/ gancheiraAlavanca de Cambio: 21 Vel em nylonManopla: Diplomata em borrachaCorrente: Fina 1/2 x 3/32Selim: New Mount  em PVCCobre Corrente: -Roda Livre: 7 Vel. Index.Pedivela: Triplo 28/38/48 Aço RevestidoEngrenagem: -Pneu: 26 x 1.95Movimento Central: 34,7 mm / 123.0 mm Semi Selado""",Feminino,Infantil,Bicicleta-aro-24,,"A bicicleta aro 24 mountain bike fantasy mormaii 2019 feminina com cesta, é perfeita para as moças que procuram extremo prazer, conforto e segurança em seus passeios. fabricada com o mais alto padrão de qualidade, a bike tem quadro rebaixado em aço carbono que garante maior resistência e durabilidade. conta com peças de ótima qualidade, como seu sistema de freios v-brake e aros alumínio 36 furos, que proporcionam muito mais segurança na pedalada. apresenta um conjunto de relação de 21 velocidades que levam as garotas para todos os ambientes sem fazer esforço. sua cesta em aço além de dar mais charme a bike, é o componente ideal para carregar todos os objetos.",https://mormaiishop.vteximg.com.br/arquivos/ids/2387432-450-450/2012042_BRANCO_1.jpg?v=637425576891530000,https://www.mormaiishop.com.br/bicicleta-mormaii-aro-24--2012042/p,12-04-2022
Bicicleta mormaii top lip aro 20 infantil,"R$ 799,00","""Quadro: 13'Cor: Laranja NeonIdade Recomendada: A partir de 8 anosConteudo da Embalagem: 1 Bicicleta / 1 Manual de InstruçõesGarantia Produto: 12 meses quadro / 3 meses peçasMONTAGEM: Todas as Bicicletas saem de fábrica montadas e revisadas. Más por questões de logística e embalagem, alguma peças como: Pedais, selim e Roda dianteira vão separados.Todos os produtos acompanham manual de instrução.Caso você precise de um especialista para efetuar a montagem, indicaremos a você a Oficina Credenciada mais próxima a sua residência, e a montagem é por nossa conta.Marchas: 1Aro: 20 em Alumínio 28 Furos Quadro: MTB em Aço carbonoGarfo: Aro 20 em Aço carbono Guidão: Downhill 540 mm em Aço carbono pretoFreio: V-Brake em nylonRoda Lateral: -Paralamas: -Cambio Dianteiro: -Cambio Traseiro: -Alavanca de Cambio: -Manopla: Diplomata em borrachaCorrente: Grossa 1/2 x 1/8Selim: Em RVS personalizadoCobre Corrente: -Roda Livre: 18 DentesPedivela: 140 mm MonoblocoEngrenagem: 40 Dentes PretaPneu: 20 x 1.75Movimento Central: 45.0 mm c/ colar Neco""",,Infantil,,Bicicleta-aro-20,"A bicicleta aro 20 mountain bike top lip mormaii 2019 irá proporcionar a todos os meninos momentos de lazer ainda mais divertidos e emocionantes. o quadro rebaixado em aço carbono proporciona toda segurança que os pais procuram. suas cores e adesivos inovadores deixam o modelo muito mais elegante, cobrindo o quadro por inteiro. para garantir que as brincadeiras sejam seguras, os freios do tipo v-brake respondem com maior precisão, principalmente em situações de emergência. já os pneus cross são ideais para qualquer terreno, o que significa mais aderência e liberdade para pedalar. a bicicleta é formada com componentes de alta qualidade e ótimo desempenho, tudo o que você procura em qualidade, conforto e segurança, a bicicleta mormaii aro 20 top lip tem a oferecer.",https://mormaiishop.vteximg.com.br/arquivos/ids/2387227-450-450/2012036_LARANJA_1.jpg?v=637425573978330000,https://www.mormaiishop.com.br/bicicleta-mormaii-aro-20-infantil-2012036/p,12-04-2022
Saco de dormir mormaii fun,"R$ 145,80","Possui resistência à temperaturas entre +5 e +13ºc; revestimento externo: 170t poliéster; forro: 170t poliéster; peso: 1,00 kg; tamanho: 180x75cm; enchimento: 150g/m².",,Adulto,,Saco-de-dormir,"O saco de dormir mormaii fun foi criado para trazer conforte e diversão para seu camping. além das variadas cores, este saco de dormir é super leve e confortável. além disso, é resistente à temperaturas entre +5 e +13ºc.",https://mormaiishop.vteximg.com.br/arquivos/ids/2496274-450-450/FUN_AZUL_1.jpg?v=637600107804830000,https://www.mormaiishop.com.br/saco-de-dormir-mormaii-fun-fun/p,12-04-2022
